id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn03164_c0	>	Cytosol_0	gene_2508	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)_c0	6.3.2.15	-6.35		(1)  cpd00002[c0] + (1)  cpd00731[c0] + (1)  cpd02964[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02968[c0]	(1)  ATP_c0[c0] + (1)  Ala-Ala_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0[c0]	rxn03164	UGMDDS	R04617	Lysine biosynthesis|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn00929_c0	=	Cytosol_0	gene_3040	L-Proline:NAD+ 5-oxidoreductase_c0		-10.52		(1)  cpd00003[c0] + (1)  cpd00129[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NAD_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn00929	P5CRx	R01248	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn02166_c0	>	Cytosol_0	(gene_2977 or gene_2727 or gene_3829 or gene_3084 or gene_601 or gene_1958 or gene_2191 or gene_774 or gene_1416 or gene_1986 or gene_1818 or gene_408 or gene_225 or gene_411 or gene_2039 or gene_401 or gene_1733 or gene_836 or gene_3966 or gene_2921 or gene_1729 or gene_3906 or gene_2556 or gene_128 or gene_176 or gene_552 or gene_3234 or gene_2695 or gene_1621 or gene_359 or gene_826 or gene_3942 or gene_3494 or gene_2743 or gene_1476 or gene_546)	4-Nitrophenyl phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02135[c0] => (1)  cpd00009[c0] + (1)  cpd00646[c0]	(1)  H2O_c0[c0] + (1)  4-Nitrophenyl phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  PNP_c0[c0]	rxn02166		R03024	Aminobenzoate degradation	
rxn08335_c0	>	Cytosol_0	gene_2791	(S)-dihydroorotate:quinone oxidoreductase_c0		-12.66		(1)  cpd00282[c0] + (1)  cpd15560[c0] => (1)  cpd00247[c0] + (1)  cpd15561[c0]	(1)  S-Dihydroorotate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Orotate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08335	DH or D2			Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn03004_c0	=	Cytosol_0	(gene_1378 or gene_3051)	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_c0		-20.98		(1)  cpd00201[c0] + (1)  cpd02394[c0] <=> (1)  cpd00067[c0] + (1)  cpd00087[c0] + (1)  cpd02678[c0]	(1)  10-Formyltetrahydrofolate_c0[c0] + (1)  GAR_c0[c0] <=> (1)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0] + (1)  N-Formyl-GAR_c0[c0]	rxn03004	ADE8	R04325	Purine metabolism|One carbon pool by folate	AIR-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Vitamin-Biosynthesis
rxn00138_c0	>	Cytosol_0	gene_96	deamido-NAD+:ammonia ligase (AMP-forming)_c0		-22.58		(1)  cpd00002[c0] + (1)  cpd00013[c0] + (1)  cpd00638[c0] => (1)  cpd00003[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  NH3_c0[c0] + (1)  Deamido-NAD_c0[c0] => (1)  NAD_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (2)  H+_c0[c0]	rxn00138	NADS1m	R00189	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY
rxn08942_c0	=	Cytosol_0	gene_1064	Maltodextrin phosphorylase (maltohexaose)_c0		-10.33		(1)  cpd00009[c0] + (1)  cpd01329[c0] <=> (1)  cpd00089[c0] + (1)  cpd15495[c0]	(1)  Phosphate_c0[c0] + (1)  Maltohexaose_c0[c0] <=> (1)  Glucose-1-phosphate_c0[c0] + (1)  Maltopentaose_c0[c0]	rxn08942	MLTP2			
rxn06729_c0	>	Cytosol_0	(gene_224 or gene_2218)	(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase_c0	2.3.1.129	-3.61		(1)  cpd00037[c0] + (1)  cpd00067[c0] + (1)  cpd11484[c0] => (1)  cpd02886[c0] + (1)  cpd11493[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] + (1)  H+_c0[c0] + (1)  HMA_c0[c0] => (1)  UDP-3-O-(beta-hydroxymyristoyl) -N-acetylglucosamine_c0[c0] + (1)  ACP_c0[c0]	rxn06729	UAGAAT	R04567	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn07977_c0	=	Cytosol_0	gene_3173	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)_c0		-56.69		(1)  cpd15368[c0] <=> (1)  cpd00001[c0] + (1)  cpd15570[c0]	(1)  (R) -3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]_c0[c0] <=> (1)  H2O_c0[c0] + (1)  trans-3-cis-7-myristoleoyl-[acyl-carrier protein]_c0[c0]	rxn07977	3HAD141			
rxn05168_c0	>	Cytosol_0	(gene_2009 or gene_1194 or gene_473 or gene_3133)	nonpolar-amino-acid-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00156[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00156[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Valine_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Valine_c0[c0]	rxn05168	VALabc			
rxn05054_c0	>	Cytosol_0	gene_926	adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)_c0		-6.35		(1)  cpd00002[c0] + (1)  cpd02039[c0] + (1)  cpd03917[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03918[c0]	(1)  ATP_c0[c0] + (1)  1-Aminopropan-2-ol_c0[c0] + (1)  Adenosylcobyric acid_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Adenosyl cobinamide_c0[c0]	rxn05054		R07302	Porphyrin and chlorophyll metabolism	
rxn05368_c0	=	Cytosol_0	gene_322	8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11504[c0] <=> (1)  cpd00006[c0] + (1)  cpd11505[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-3-oxo-decanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  8-methyl-3-hydroxy-decanoyl-ACP_c0[c0]	rxn05368				
rxn10770_c0	=	Cytosol_0	gene_1112	R08557_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00098[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00447[c0]	(1)  NAD_c0[c0] + (1)  Choline_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Betaine aldehyde_c0[c0]	rxn10770	CHOLD	R08557	Glycine, serine and threonine metabolism	Betaine-Biosynthesis|Biosynthesis|Polyamine-Biosynthesis
rxn00231_c0	>	Cytosol_0	gene_3067	Acetamide amidohydrolase_c0		-6.26		(1)  cpd00001[c0] + (1)  cpd03734[c0] => (1)  cpd00013[c0] + (1)  cpd00029[c0]	(1)  H2O_c0[c0] + (1)  Acetamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Acetate_c0[c0]	rxn00231		R00321		
rxn05360_c0	=	Cytosol_0	gene_322	4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11496[c0] <=> (1)  cpd00006[c0] + (1)  cpd11497[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	rxn05360				
rxn02297_c0	>	Cytosol_0	gene_2446	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)_c0		2.16		(1)  cpd00035[c0] + (1)  cpd00067[c0] + (1)  cpd00782[c0] => (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd00800[c0]	(1)  L-Alanine_c0[c0] + (1)  H+_c0[c0] + (1)  Pimeloyl-CoA_c0[c0] => (1)  CoA_c0[c0] + (1)  CO2_c0[c0] + (1)  8-Amino-7-oxononanoate_c0[c0]	rxn02297	AOXS	R03210	Biotin metabolism	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn10570_c0	=	Cytosol_0	Unknown	Methanol diffusion_c0		0		(1)  cpd00116[e0] <=> (1)  cpd00116[c0]	(1)  Methanol_e0[e0] <=> (1)  Methanol_c0[c0]	rxn10570	MEOHt2			
rxn00504_c0	=	Cytosol_0	gene_2595	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase_c0		4.25		(2)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd02431[c0] <=> (1)  cpd00005[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0]	(2)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0]	rxn00504		R00708	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	
rxn08021_c0	>	Cytosol_0	gene_2218	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd01107[c0] + (1)  cpd11493[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd11474[c0]	(1)  ATP_c0[c0] + (1)  Decanoate_c0[c0] + (1)  ACP_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  Decanoyl-ACP_c0[c0]	rxn08021	AACPS8			
rxn08396_c0	=	Cytosol_0	(gene_2349 or gene_1165)	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)_c0				(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15572[c0] <=> (1)  cpd00003[c0] + (1)  cpd15268[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  trans-octadec-2-enoyl-[acyl-carrier protein]_c0[c0] <=> (1)  NAD_c0[c0] + (1)  Octadecanoyl-ACP_c0[c0]	rxn08396	EAR180x			
rxn01485_c0	=	Cytosol_0	(gene_2628 or gene_1879)	D-Glucosamine 1-phosphate 1,6-phosphomutase_c0		0		(1)  cpd03671[c0] <=> (1)  cpd00288[c0]	(1)  D-Glucosamine1-phosphate_c0[c0] <=> (1)  D-Glucosamine phosphate_c0[c0]	rxn01485	PGAMT	R02060	Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Polyamine-Biosynthesis|SUGAR-NUCLEOTIDES|UDP-NAc-Glucosamine-Biosynthesis|UDPNAGSYN-PWY
rxn05206_c0	=	Cytosol_0	(gene_3670 or gene_2454 or gene_18 or gene_3167)	TRANS-RXN-187.ce_c0	1.A.1	0		(1)  cpd00205[e0] <=> (1)  cpd00205[c0]	(1)  K+_e0[e0] <=> (1)  K+_c0[c0]	rxn05206				
rxn09296_c0	>	Cytosol_0	(gene_583 or gene_3041)	hydrogen peroxide reductase (thioredoxin)_c0				(1)  cpd00025[c0] + (1)  cpd11421[c0] => (2)  cpd00001[c0] + (1)  cpd11420[c0]	(1)  H2O2_c0[c0] + (1)  trdrd_c0[c0] => (2)  H2O_c0[c0] + (1)  trdox_c0[c0]	rxn09296	THDPO			
rxn00239_c0	=	Cytosol_0	gene_1845	ATP:GMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00126[c0] <=> (1)  cpd00008[c0] + (1)  cpd00031[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  GMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  GDP_c0[c0]	rxn00239	GK1	R00332	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Nucleotides-Salvage
rxn00302_c0	>	Cytosol_0	gene_3315	GTP 8,9-hydrolase_c0		-9.79		(1)  cpd00001[c0] + (1)  cpd00038[c0] => (1)  cpd03518[c0]	(1)  H2O_c0[c0] + (1)  GTP_c0[c0] => (1)  Formamidopyrimidine nucleoside triphosphate_c0[c0]	rxn00302		R00428	Folate biosynthesis	
rxn02465_c0	<	Cytosol_0	gene_100	N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00918[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02552[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  n-acetylglutamyl-phosphate_c0[c0]	rxn02465	AGPR	R03443	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn02222_c0	>	Cytosol_0	gene_3067	Indole-3-acetamide amidohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd01747[c0] => (1)  cpd00013[c0] + (1)  cpd00703[c0]	(1)  H2O_c0[c0] + (1)  Indole-3-acetamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Indoleacetate_c0[c0]	rxn02222	AMD2_3	R03096	Tryptophan metabolism	Auxin-Biosynthesis|Biosynthesis|HORMONE-SYN|Plant-Hormone-Biosynthesis
rxn01791_c0	>	Cytosol_0	gene_4122	(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0	6.3.2.1	-26.84		(1)  cpd00002[c0] + (1)  cpd00085[c0] + (1)  cpd00408[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd00644[c0]	(1)  ATP_c0[c0] + (1)  beta-Alanine_c0[c0] + (1)  Pantoate_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (2)  H+_c0[c0] + (1)  PAN_c0[c0]	rxn01791	PANTS	R02473	beta-Alanine metabolism|Pantothenate and CoA biosynthesis	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn01710_c0	=	Cytosol_0	gene_1112	Propane-1,3-diol:NAD+ 1-oxidoreductase_c0		5.22		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00371[c0] <=> (1)  cpd00003[c0] + (1)  cpd03559[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Propanal_c0[c0] <=> (1)  NAD_c0[c0] + (1)  Optal_c0[c0]	rxn01710	ALCD2z	R02377	Glycerolipid metabolism	Alcohol-Degradation|Degradation
rxn00183_c0	>	Cytosol_0	gene_2595	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00858[c0] => (1)  cpd00004[c0] + (1)  cpd00023[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Glutamate5-semialdehyde_c0[c0] => (1)  NADH_c0[c0] + (1)  L-Glutamate_c0[c0] + (2)  H+_c0[c0]	rxn00183	GSADH	R00245	Arginine and proline metabolism	
rxn10300_c0	=	Cytosol_0	gene_317	stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0		-40.8		(24)  cpd00026[c0] + (1)  cpd15748[c0] <=> (24)  cpd00014[c0] + (1)  cpd15757[c0]	(24)  UDP-glucose_c0[c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, glucose substituted_c0[c0]	rxn10300				
rxn10308_c0	=	Cytosol_0	(gene_1177 or gene_2688)	myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0		-40.8		(24)  cpd00037[c0] + (1)  cpd15747[c0] <=> (24)  cpd00014[c0] + (1)  cpd15765[c0]	(24)  UDP-N-acetylglucosamine_c0[c0] + (1)  Myristoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Myristoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine_c0[c0]	rxn10308				
rxn01329_c0	=	Cytosol_0	(gene_2240 or gene_1003)	D-mannose 6-phosphate 1,6-phosphomutase_c0	5.4.2.8	0		(1)  cpd00235[c0] <=> (1)  cpd00485[c0]	(1)  D-mannose-6-phosphate_c0[c0] <=> (1)  D-Mannose1-phosphate_c0[c0]	rxn01329	PMANM	R01818	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism	Ascorbate-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cofactor-Biosynthesis|GDP-Mannose-Biosynthesis|SUGAR-NUCLEOTIDES|Vitamin-Biosynthesis
rxn02507_c0	>	Cytosol_0	gene_3796	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)_c0		-14.46		(1)  cpd00067[c0] + (1)  cpd00956[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd02210[c0]	(1)  H+_c0[c0] + (1)  1-(2-carboxyphenylamino) -1-deoxyribulose 5-phosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  Indoleglycerol phosphate_c0[c0]	rxn02507		R03508	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn08043_c0	>	Cytosol_0	(gene_1570 or gene_2048)	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)_c0		-10.53		(1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00094[c0] => (1)  cpd00011[c0] + (1)  cpd00498[c0]	(1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  2-Oxobutyrate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Aceto-2-hydroxybutanoate_c0[c0]	rxn08043	ACHBS	R08648		
rxn08131_c0	=	Cytosol_0	gene_1585	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase_c0		-50.56		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd02140[c0] <=> (1)  cpd00004[c0] + (2)  cpd00047[c0] + (4)  cpd00067[c0] + (1)  cpd02775[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  AIR_c0[c0] <=> (1)  NADH_c0[c0] + (2)  Formate_c0[c0] + (4)  H+_c0[c0] + (1)  4-Amino-5-phosphomethyl-2-methylpyrimidine_c0[c0]	rxn08131	AMPMS2			
rxn04046_c0	=	Cytosol_0	gene_2466	Cobalt-precorrin-2 C(20)-methyltransferase_c0				(1)  cpd00017[c0] + (2)  cpd00067[c0] + (1)  cpd08368[c0] <=> (1)  cpd00019[c0] + (1)  cpd08369[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (2)  H+_c0[c0] + (1)  Cobalt-precorrin 2_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  Cobalt-precorrin 3_c0[c0]	rxn04046	COPREC2MT			Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn10220_c0	>	Cytosol_0	gene_1008	isoheptadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15677[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15683[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisoheptadecanoylglycerol_c0[c0]	rxn10220				
rxn10261_c0	=	Cytosol_0	gene_3442	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0		-4.5		(1)  cpd00080[c0] + (1)  cpd15685[c0] <=> (1)  cpd00046[c0] + (1)  cpd15718[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Diisotetradecanoylphosphatidylglycerophosphate_c0[c0]	rxn10261				
rxn08076_c0	=	Cytosol_0	gene_1466	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)_c0				(1)  cpd00001[c0] + (1)  cpd15398[c0] <=> (1)  cpd15387[c0] + (1)  cpd15396[c0]	(1)  H2O_c0[c0] + (1)  N-Acetyl-D-glucosamine(anhydrous) N-Acetylmuramyl-tetrapeptide_c0[c0] <=> (1)  L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine_c0[c0] + (1)  N-Acetyl-D-glucosamine(anhydrous) N-Acetylmuramic acid_c0[c0]	rxn08076	AGM4PApp			
rxn01964_c0	>	Cytosol_0	(gene_4032 and gene_2156)	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0		-9.17		(1)  cpd00054[c0] + (1)  cpd02210[c0] => (1)  cpd00001[c0] + (1)  cpd00065[c0] + (1)  cpd00102[c0]	(1)  L-Serine_c0[c0] + (1)  Indoleglycerol phosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  L-Tryptophan_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0]	rxn01964	TRPS1r	R02722	Glycine, serine and threonine metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn02341_c0	>	Cytosol_0	gene_3951	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0	4.1.1.36	-3.09		(1)  cpd00067[c0] + (1)  cpd02666[c0] => (1)  cpd00011[c0] + (1)  cpd00834[c0]	(1)  H+_c0[c0] + (1)  (R) -4'-Phosphopantothenoyl-L-cysteine_c0[c0] => (1)  CO2_c0[c0] + (1)  Phosphopantetheine_c0[c0]	rxn02341	PPCDC	R03269	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn01923_c0	>	Cytosol_0	gene_58	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase_c0		-78.1137		(1)  cpd00007[c0] + (2)  cpd00481[c0] => (2)  cpd00001[c0] + (2)  cpd02187[c0]	(1)  O2_c0[c0] + (2)  Isobutyryl-CoA_c0[c0] => (2)  H2O_c0[c0] + (2)  Methacrylyl-CoA_c0[c0]	rxn01923				
rxn06591_c0	=	Cytosol_0	gene_1001	L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming)_c0				(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd12227[c0] <=> (1)  cpd00006[c0] + (1)  cpd02345[c0] + (1)  cpd11912[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Glutamyl-tRNA-Glu_c0[c0] <=> (1)  NADP_c0[c0] + (1)  L-Glutamate1-semialdehyde_c0[c0] + (1)  tRNA-Glu_c0[c0]	rxn06591	GLUTRR	R04109	Porphyrin and chlorophyll metabolism	
rxn10255_c0	=	Cytosol_0	gene_3879	isotetradecanoyl-Diacylglycerol kinase_c0		-4.5		(1)  cpd00002[c0] + (1)  cpd15703[c0] <=> (1)  cpd00008[c0] + (1)  cpd15679[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diisotetradecanoyl-sn-glycerol_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10255				
rxn00127_c0	>	Cytosol_0	gene_2785	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]_c0		-3.09		(1)  cpd00017[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00837[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  S-Adenosylmethioninamine_c0[c0]	rxn00127	ADMDC	R00178	Cysteine and methionine metabolism|Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGSPECAT-PWY|BSUBPOLYAMSYN-PWY|Biosynthesis|POLYAMINSYN3-PWY|POLYAMSYN-PWY|Polyamine-Biosynthesis|Spermidine-Biosynthesis
